"","Status","Paper.code","Paper.number","Screening.set","Extraction.set","Paper","Publication.year","Title","DOI","Species.latin","Family","Class","Phylum","Sex.exposed","Fertilisation.mode","Agricultural.importance","Lab.or.field","Animal.origin","Stressor.variation","Habitat","Country.of.origin","Continent.of.origin","Ocean.sea.of.origin","Exposure.duration","Life.stage.of.animal","Lowest.temp.below.10.C.","Constant.or.fluctuating.","Acclimated.","Effect.size.code","Experiment.code","Trait.category","Trait","Sex","Rearing.temperature","es","v","diff","reftemp","treattemp"
"248","Good","TEMP1456",1265,24,"10B","NIKLASSON, H.; PARKER, E. m. o.",1994,"FITNESS VARIATION IN AN INVADING PARTHENOGENETIC COCKROACH","10.2307/3546171","Pycnoscelus surinamensis","Blaberidae","Insecta","Arthropoda","Parthenogenetic",NA,"No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP1456_4","TEMP1456A","Reproduction","Total number of offspring","Female",30,-1.24344006185123,0.298316974606769,-10,30,20
"249","Good","TEMP1457",1266,24,"21A","Nishikawa, H.et al.",2010,"Thermal effect on the development and reproduction of an indigenous mind bug, Pilophorus typicus Distant (Heteroptera: Miridae), a potential biological control agent in Japan","10.1303/aez.2010.313","Pilophorus typicus","Miridae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1457_1","TEMP1457A","Longevity","Longevity in Days","Female",25,0.313899265982175,0.251970654983683,-7.5,25,17.5
"250","Good","TEMP1457",1266,24,"21A","Nishikawa, H.et al.",2010,"Thermal effect on the development and reproduction of an indigenous mind bug, Pilophorus typicus Distant (Heteroptera: Miridae), a potential biological control agent in Japan","10.1303/aez.2010.313","Pilophorus typicus","Miridae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1457_2","TEMP1457A","Reproduction","Fecundity per Female","Female",25,-2.22262328757932,0.348801085569798,-7.5,25,17.5
"251","Good","TEMP1463",1272,24,"21A","Noronha, A. C. S.et al.",2018,"Fertility Life Table of Tetranychus palmarum Flechtmann & Noronha (Acari: Tetranychidae) in Oil Palm","10.1007/s13744-017-0550-y","Tetranychus palmarum","Tetranychidae","Arachnida","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1463_1","TEMP1463A","Longevity","Longevity in Days","Female",25,1.99906265280179,0.0565995306258299,-3,25,22
"252","Good","TEMP1463",1272,24,"21A","Noronha, A. C. S.et al.",2018,"Fertility Life Table of Tetranychus palmarum Flechtmann & Noronha (Acari: Tetranychidae) in Oil Palm","10.1007/s13744-017-0550-y","Tetranychus palmarum","Tetranychidae","Arachnida","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1463_3","TEMP1463A","Reproduction","Eggs per female","Female",25,0.142445864562256,0.0378449991848108,-3,25,22
"253","Good","TEMP1472",1279,24,"10B","Nunney, L.; Cheung, W. m. o.",1997,"The effect of temperature on body size and fecundity in female Drosophila melanogaster: Evidence for adaptive plasticity","10.2307/2411205","Drosophila melanogaster","Drosophilidae","Insecta","Arthropoda","Female","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1472_1","TEMP1472A","Longevity","Lifespan","Female",25,1.09290094682675,0.0574652029973426,-7,25,18
"254","Good","TEMP1472",1279,24,"10B","Nunney, L.; Cheung, W. m. o.",1997,"The effect of temperature on body size and fecundity in female Drosophila melanogaster: Evidence for adaptive plasticity","10.2307/2411205","Drosophila melanogaster","Drosophilidae","Insecta","Arthropoda","Female","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1472_2","TEMP1472A","Reproduction","Number of offspring","Female",25,1.71098876469899,0.0682967659557885,-7,25,18
"255","Good","TEMP1491",1296,24,"21B","Oliveira, M. D.et al.",2014,"Performance of the Striped Mealybug Ferrisia virgata Cockerell (Hemiptera: Pseudococcidae) under Variable Conditions of Temperature and Mating","10.1007/s13744-013-0171-z","Ferrisia virgata","Pseudococcidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Juveniles","No","Constant","No","TEMP1491_1","TEMP1491A","Longevity","Female longevity","Female",NA,0,0,0,25,25
"256","Good","TEMP1491",1296,24,"21B","Oliveira, M. D.et al.",2014,"Performance of the Striped Mealybug Ferrisia virgata Cockerell (Hemiptera: Pseudococcidae) under Variable Conditions of Temperature and Mating","10.1007/s13744-013-0171-z","Ferrisia virgata","Pseudococcidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Juveniles","No","Constant","No","TEMP1491_2","TEMP1491A","Reproduction","Nymphs per female","Female",NA,0,0,0,25,25
"257","Good","TEMP1492",1297,24,"11C","Oliveira, M. L. M.et al.",2004,"Effect of temperature on the biology of Noctua atlantica (Lepidoptera : Noctuidae), a species endemic to the Azores","10.14411/eje.2004.059","Noctua atlantica","Noctuidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1492_1","TEMP1492A","Reproduction","number of eggs per female","Female",NA,0.558484057860905,0.0818115423632437,-15,25,10
"258","Good","TEMP1492",1297,24,"11C","Oliveira, M. L. M.et al.",2004,"Effect of temperature on the biology of Noctua atlantica (Lepidoptera : Noctuidae), a species endemic to the Azores","10.14411/eje.2004.059","Noctua atlantica","Noctuidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1492_2","TEMP1492A","Longevity","Longevity","Both sexes",NA,3.1268194099426,0.250077375707851,-15,25,10
"259","Good","TEMP1503",1307,25,"11B","Opit, G. P.et al.",2010,"Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures","10.1603/EN10011","Lepinotus reticulatus","Trogiidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1503_1","TEMP1503A","Reproduction","number of eggs per female","Parthenogenetic",30,-0.995446744836951,0.115769928867471,-7.5,30,22.5
"260","Good","TEMP1503",1307,25,"11B","Opit, G. P.et al.",2010,"Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures","10.1603/EN10011","Lepinotus reticulatus","Trogiidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1503_2","TEMP1503A","Longevity","Longevity","Parthenogenetic",30,8.39465215121309,1.22149949629271,-7.5,30,22.5
"261","Good","TEMP1506",1310,25,"12A","Osman, M. A. M.et al.",2015,"Influence of temperature on some biological attributes and life table analysis of the tomato leaf miner, Tuta absoluta (Lepidoptera; Gelechiidae)",NA,"Tuta absoluta","Gelechiidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Egypt","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP1506_1","TEMP1506A","Reproduction","Fecundity","Female",25,-7.9941827797591,1.49806163158744,-10,25,15
"262","Good","TEMP1506",1310,25,"12A","Osman, M. A. M.et al.",2015,"Influence of temperature on some biological attributes and life table analysis of the tomato leaf miner, Tuta absoluta (Lepidoptera; Gelechiidae)",NA,"Tuta absoluta","Gelechiidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Egypt","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP1506_3","TEMP1506A","Longevity","Longevity","Female",25,5.70711695437556,0.845232998560853,-10,25,15
"263","Good","TEMP1508",1311,25,"11B","Otieno, M. H. J.et al.",2019,"Integrating temperature-dependent life table data into Insect Life Cycle Model for predicting the potential distribution of Scapsipedus icipe Hugel & Tanga","10.1371/journal.pone.0222941","Scapsipedus icipe","Gryllidae","Insecta","Arthropoda","Both sexes","Internal","Other","Lab","Wild-caught","Experimental","Terrestrial","Kenya","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP1508_1","TEMP1508A","Reproduction","total number eggs per female","Female",30,-13.27778510236,2.30374471530567,-10,30,20
"264","Good","TEMP1508",1311,25,"11B","Otieno, M. H. J.et al.",2019,"Integrating temperature-dependent life table data into Insect Life Cycle Model for predicting the potential distribution of Scapsipedus icipe Hugel & Tanga","10.1371/journal.pone.0222941","Scapsipedus icipe","Gryllidae","Insecta","Arthropoda","Female","Internal","Other","Lab","Wild-caught","Experimental","Terrestrial","Kenya","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP1508_2","TEMP1508A","Longevity","Longevity","Female",30,1.86236682932225,0.143355127586998,-10,30,20
"265","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515_1","TEMP1515A","Longevity","Longevity","Parthenogenetic",25,-0.266341235385978,0.0504433603354183,-7.5,25,17.5
"266","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515_2","TEMP1515A","Reproduction","Fecundity (Progeny/female)","Parthenogenetic",25,-0.247885663383855,0.0503840456381953,-7.5,25,17.5
"267","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515_3","TEMP1515B","Longevity","Longevity","Parthenogenetic",25,-0.118360067889729,0.0500875569104429,-7.5,25,17.5
"268","Good","TEMP1515",1316,25,"12A","Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)","10.1007/BF02980702","Tuberolachnus salignus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Turkey","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1515_4","TEMP1515B","Reproduction","Fecundity (Progeny/female)","Parthenogenetic",25,-0.125487867695712,0.0500984200308676,-7.5,25,17.5
"269","Good","TEMP1525",1325,25,"12A","Palyvos, N. E.; Emmanouel, N. G.",2011,"Reproduction, survival, and life table parameters of the predatory mite Cheyletus malaccensis (Acari: Cheyletidae) at various constant temperatures","10.1007/s10493-011-9427-7","Cheyletus malaccensis","Cheyletidae","Arachnida","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1525_1","TEMP1525A","Longevity","Longevity (of fertilized females)","Female",25,3.5302503645039,0.243819636360259,-7.5,25,17.5
"270","Good","TEMP1525",1325,25,"12A","Palyvos, N. E.; Emmanouel, N. G.",2011,"Reproduction, survival, and life table parameters of the predatory mite Cheyletus malaccensis (Acari: Cheyletidae) at various constant temperatures","10.1007/s10493-011-9427-7","Cheyletus malaccensis","Cheyletidae","Arachnida","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (< 4 days)","TEMP1525_2","TEMP1525A","Reproduction","Fecundity (total eggs/ fertilized female)","Female",25,-1.9783104430152,0.142046357465771,-7.5,25,17.5
"271","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526_1","TEMP1526A","Reproduction","Fecundity","Parthenogenetic",25,1.30294003174112,0.606103295394597,-8,24,16
"272","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526_2","TEMP1526A","Longevity","Lifespan","Parthenogenetic",25,2.09854971251755,0.775244430994219,-8,24,16
"273","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526_3","TEMP1526B","Reproduction","Fecundity","Parthenogenetic",25,1.7108440779806,0.682936716197581,-8,24,16
"274","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526_4","TEMP1526B","Longevity","Lifespan","Parthenogenetic",25,2.54846248596976,0.905916315149699,-8,24,16
"275","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526_5","TEMP1526C","Reproduction","Fecundity","Parthenogenetic",25,1.44771114637902,0.630991722709379,-8,24,16
"276","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526_6","TEMP1526C","Longevity","Lifespan","Parthenogenetic",25,4.96640981695716,2.04157665437303,-8,24,16
"277","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526_7","TEMP1526D","Reproduction","Fecundity","Parthenogenetic",25,0,0.5,-8,24,16
"278","Good","TEMP1526",1326,25,"12C","Pan, L.et al.",2014,"Combined effects of temperature and prey (Brachionus angularis) density on life-table demography and population growth of Asplanchna brightwelli (Rotifera","10.1051/limn/2014021","Asplanchna brightwelli","Asplanchnidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Wild-caught","Experimental","Aquatic","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1526_8","TEMP1526D","Longevity","Lifespan","Parthenogenetic",25,2.31178087667189,0.834020676359117,-8,24,16
"279","Good","TEMP1529",1328,25,"11B","Pandey, R.; Johnson, M. m. o.",2005,"Effects of cool storage on Anagyrus ananatis Gahan (Hymenoptera : Encyrtidae","10.1016/j.biocontrol.2005.06.003","Anagyrus ananatis","Encyrtidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (> 4 days)","TEMP1529_1","TEMP1529A","Reproduction","Progeny number","Female",25,-2.03092060347775,0.606231924881522,-10.2,25,14.8
"280","Good","TEMP1529",1328,25,"11B","Pandey, R.; Johnson, M. m. o.",2005,"Effects of cool storage on Anagyrus ananatis Gahan (Hymenoptera : Encyrtidae","10.1016/j.biocontrol.2005.06.003","Anagyrus ananatis","Encyrtidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (> 4 days)","TEMP1529_3","TEMP1529A","Longevity","Longevity","Female",25,0.531628344268015,0.198091007605831,-4.7,14.8,10.1
"281","Good","TEMP1535",1335,25,"12A","Papanikolaou, N. E.et al.",2013,"Temperature-Dependent Development, Survival, Longevity, and Fecundity of Propylea quatuordecimpunctata (Coleoptera: Coccinellidae)","10.1603/AN12104","Propylea quatuordecimpunctata","Coccinellidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","Greece","Europe",NA,"More than 5 days","Mix","No","Constant","Yes (multiple generations)","TEMP1535_1","TEMP1535A","Reproduction","Fecundity (eggs/female)","Female",25,-1.38376837653114,0.125851401462044,-8,25,17
"282","Good","TEMP1535",1335,25,"12A","Papanikolaou, N. E.et al.",2013,"Temperature-Dependent Development, Survival, Longevity, and Fecundity of Propylea quatuordecimpunctata (Coleoptera: Coccinellidae)","10.1603/AN12104","Propylea quatuordecimpunctata","Coccinellidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","Greece","Europe",NA,"More than 5 days","Mix","No","Constant","Yes (multiple generations)","TEMP1535_2","TEMP1535A","Longevity","Longevity","Female",25,1.82767960210101,0.143236740584586,-8,25,17
"283","Good","TEMP1540",1339,25,"12A","Pappas, M. L.et al.",2008,"Effect of temperature on survival, development and reproduction of the predatory lacewing Dichochrysa prasina (Neuroptera : Chrysopidae) reared on Ephestia kuehniella eggs (Lepidoptera : Pyralidae","10.1016/j.biocontrol.2008.02.005","Dichochrysa prasina","Chrysopidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","Greece","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1540_1","TEMP1540A","Reproduction","Fecundity (Number of eggs/female)","Female",25,-4.17195286773528,0.433627182033204,-10,25,15
"284","Good","TEMP1540",1339,25,"12A","Pappas, M. L.et al.",2008,"Effect of temperature on survival, development and reproduction of the predatory lacewing Dichochrysa prasina (Neuroptera : Chrysopidae) reared on Ephestia kuehniella eggs (Lepidoptera : Pyralidae","10.1016/j.biocontrol.2008.02.005","Dichochrysa prasina","Chrysopidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","Greece","Europe",NA,"More than 5 days","Mix","No","Constant","No","TEMP1540_2","TEMP1540A","Longevity","Longevity","Female",25,0.642868571197899,0.150428669853693,-10,25,15
"285","Good","TEMP1541",1340,25,"11B","Parajulee, M. N. m. a.",2007,"Influence of constant temperatures on life history parameters of the cotton aphid, Aphis gossypii, infesting cotton","10.1093/ee/36.4.666","Aphis gossypii","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1541_1","TEMP1541A","Reproduction","number of eggs per female","Parthenogenetic",26.7,-3.60159142033801,0.268932357909578,-15,25,10
"286","Good","TEMP1541",1340,25,"11B","Parajulee, M. N. m. a.",2007,"Influence of constant temperatures on life history parameters of the cotton aphid, Aphis gossypii, infesting cotton","10.1093/ee/36.4.666","Aphis gossypii","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1541_2","TEMP1541A","Longevity","Longevity","Parthenogenetic",26.7,1.34864726681107,0.125950161643227,-15,25,10
"287","Good","TEMP1548",1346,25,"12A","Park, Y.-g.; Lee, J.-H. m. d.",2020,"Temperature-dependent development and oviposition models and life history characteristics of Amblyseius eharai (Amitai et Swirski) (Acari: Phytoseiidae) preying on Tetranychus urticae (Koch) (Acari: Tetranychidae","10.1016/j.aspen.2020.07.021","Amblyseius eharai","Phytoseiidae","Arachnida","Arthropoda","Both sexes","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","Korea","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1548_1","TEMP1548A","Longevity","Longevity","Female",27,0.385038548883435,0.117249503006315,-6.1,24.1,18
"288","Good","TEMP1548",1346,25,"12A","Park, Y.-g.; Lee, J.-H. m. d.",2020,"Temperature-dependent development and oviposition models and life history characteristics of Amblyseius eharai (Amitai et Swirski) (Acari: Phytoseiidae) preying on Tetranychus urticae (Koch) (Acari: Tetranychidae","10.1016/j.aspen.2020.07.021","Amblyseius eharai","Phytoseiidae","Arachnida","Arthropoda","Both sexes","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","Korea","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1548_3","TEMP1548A","Reproduction","Fecundity","Female",27,-1.3147467837582,0.139825280453119,-6.1,24.1,18
"289","Good","TEMP1567",1366,26,"12C","Pavon-Meza, E.et al.",2005,"Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study","10.1007/s10750-005-4245-8","Brachionus havanaensis","Brachionidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Lab-reared","Experimental","Aquatic",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (multiple generations)","TEMP1567_1","TEMP1567A","Longevity","Longevity","Parthenogenetic",22,5.02257998932882,1.3844295728836,-5,20,15
"290","Good","TEMP1567",1366,26,"12C","Pavon-Meza, E.et al.",2005,"Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study","10.1007/s10750-005-4245-8","Brachionus havanaensis","Brachionidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Lab-reared","Experimental","Aquatic",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (multiple generations)","TEMP1567_2","TEMP1567A","Reproduction","Fecundity","Parthenogenetic",22,-3.88011279144368,0.960636469763536,-5,20,15
"291","Good","TEMP1567",1366,26,"12C","Pavon-Meza, E.et al.",2005,"Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study","10.1007/s10750-005-4245-8","Brachionus havanaensis","Brachionidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Lab-reared","Experimental","Aquatic",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (multiple generations)","TEMP1567_3","TEMP1567B","Longevity","Longevity","Parthenogenetic",22,3.3961222934663,0.813901943007449,-5,20,15
"292","Good","TEMP1567",1366,26,"12C","Pavon-Meza, E.et al.",2005,"Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study","10.1007/s10750-005-4245-8","Brachionus havanaensis","Brachionidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Lab-reared","Experimental","Aquatic",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (multiple generations)","TEMP1567_4","TEMP1567B","Reproduction","Fecundity","Parthenogenetic",22,-2.50112384774123,0.593984187572495,-5,20,15
"293","Good","TEMP1567",1366,26,"12C","Pavon-Meza, E.et al.",2005,"Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study","10.1007/s10750-005-4245-8","Brachionus havanaensis","Brachionidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Lab-reared","Experimental","Aquatic",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (multiple generations)","TEMP1567_5","TEMP1567C","Longevity","Longevity","Parthenogenetic",22,3.12076102642849,0.739131224336458,-5,20,15
"294","Good","TEMP1567",1366,26,"12C","Pavon-Meza, E.et al.",2005,"Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study","10.1007/s10750-005-4245-8","Brachionus havanaensis","Brachionidae","Monogononta","Rotifera","Parthenogenetic",NA,"No","Lab","Lab-reared","Experimental","Aquatic",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (multiple generations)","TEMP1567_6","TEMP1567C","Reproduction","Fecundity","Parthenogenetic",22,-9.48026309643583,4.07814118240179,-5,20,15
"295","Good","TEMP1578",1376,26,"12B","Peng, X.et al.",2020,"Effects of variable maternal temperature on offspring development and reproduction of Rhopalosiphum padi, a serious global pest of wheat","10.1111/een.12796","Rhopalosiphum padi","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Both","No","TEMP1578_1","TEMP1578A","Longevity","Longevity","Parthenogenetic",24,0,0,0,24,24
"296","Good","TEMP1578",1376,26,"12B","Peng, X.et al.",2020,"Effects of variable maternal temperature on offspring development and reproduction of Rhopalosiphum padi, a serious global pest of wheat","10.1111/een.12796","Rhopalosiphum padi","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Both","No","TEMP1578_2","TEMP1578A","Reproduction","Fecundity (nymph/female)","Parthenogenetic",24,0,0,0,24,24
"297","Good","TEMP1581",1379,26,"22A","Perdikis, D. C.; Lykouressis, D. P.",2004,"Macrolophus pygmaeus (Hemiptera : Miridae) population parameters and biological characteristics when feeding on eggplant and tomato without prey","10.1093/jee/97.4.1291","Macrolophus pygmaeus","Miridae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1581_1","TEMP1581A","Longevity","Longevity in days","Female",22.5,0.779182723576394,0.113544051828186,-5,20,15
