"","Status","Paper.code","Paper.number","Screening.set","Extraction.set","Paper","Publication.year","Title","DOI","Species.latin","Family","Class","Phylum","Sex.exposed","Fertilisation.mode","Agricultural.importance","Lab.or.field","Animal.origin","Stressor.variation","Habitat","Country.of.origin","Continent.of.origin","Ocean.sea.of.origin","Exposure.duration","Life.stage.of.animal","Lowest.temp.below.10.C.","Constant.or.fluctuating.","Acclimated.","Experiment.code","Sex","Rearing.temperature","diff","reftemp","treattemp","warm.cool","es_reproduction","v_reproduction","es_longevtiy","v_longevtiy"
"799","Good","TEMP2290",1975,38,"C","Zhang, T.et al. Ă�Â‚Ă‚Â©",2019,"Effects of cold storage on quality of Chrysopa pallens and recovery of fecundity by insulin","10.1038/s41598-019-41618-y","Chrysopa pallens","Chrysopidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Pupae","No","Constant","No","TEMP2290_A","Female",25,-15,25,10,"Cool",5.133055682,0.317880869,NA,NA
"800","Good","TEMP2290",1975,38,"C","Zhang, T.et al. Ă�Â‚Ă‚Â©",2019,"Effects of cold storage on quality of Chrysopa pallens and recovery of fecundity by insulin","10.1038/s41598-019-41618-y","Chrysopa pallens","Chrysopidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Pupae","No","Constant","No","TEMP2290_A","Female",25,-15,25,10,"Cool",NA,NA,1.398187029,0.085305674
"801","Good","TEMP346",364,6,NA,"Chang, Y.et al.",1996,"Reproduction and quality of F-1 offspring in Chrysoperla carnea: Differential influence of quiescence, artificially-induced diapause, and natural diapause","10.1016/0022-1910(96)00010-8","Chrysoperla carnea","Chrysopidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","Yes","constant","yes(mix)","TEMP346_A","Female",24,-5,10,5,"Cool",0.488506023,0.100996346,NA,NA
"802","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,-8.8,25.3,16.5,"Cool",NA,NA,2.159155309,0.379498657
"803","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,-8.8,25.3,16.5,"Cool",-3.219090229,0.794333207,NA,NA
"804","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,-6.1,25.3,19.2,"Cool",NA,NA,0.885238122,0.227924497
"805","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,-6.1,25.3,19.2,"Cool",-1.326041205,0.399521934,NA,NA
"806","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,-3.2,25.3,22.1,"Cool",NA,NA,0.183718836,0.155410993
"807","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,-3.2,25.3,22.1,"Cool",-0.831151388,0.18926009,NA,NA
"808","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,3.1,25.3,28.4,"Warm",NA,NA,-1.294781766,0.181045552
"809","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,3.1,25.3,28.4,"Warm",-1.035682673,0.197560655,NA,NA
"810","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,6.1,25.3,31.4,"Warm",NA,NA,-1.980885148,0.222664925
"811","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,6.1,25.3,31.4,"Warm",-2.376489863,0.2970186,NA,NA
"812","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,8.7,25.3,34,"Warm",NA,NA,-3.123019849,0.319998565
"813","Good","TEMP2070",1793,34,"15A","Tokuda, M.; Matsumura, M. m. m.",2005,"Effect of temperature on the development and reproduction of the maize orange leafhopper Cicadulina bipunctata (Melichar) (Homoptera : Cicadellidae","10.1303/aez.2005.213","Cicadulina bipunctata","Cicadellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2070A","Female",24.8,8.7,25.3,34,"Warm",-3.941572328,0.560813672,NA,NA
"814","Good","TEMP1779",1547,29,"C","Rukke, B. A.et al.",2017,"Mortality, fecundity and development among bed bugs (Cimex lectularius) exposed to prolonged, intermediate cold stress","10.1002/ps.4504","Cimex lectularius","Cimicidae","Insecta","Arthropoda","Both","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","Yes","Both","No","TEMP1779_A","Female",22,-22,22,0,"Cool",-2.051088113,0.0352389,NA,NA
"815","Good","TEMP1781",1549,29,"13B","Rukke, B. A.et al.",2018,"Temperature stress deteriorates bed bug (Cimex lectularius) populations through decreased survival, fecundity and offspring success","10.1371/journal.pone.0193788","Cimex lectularius","Cimicidae","Insecta","Arthropoda","Both","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1781A","Female",22,12,22,34,"Warm",-0.746311765,0.035831761,NA,NA
"816","Good","TEMP1781",1549,29,"13B","Rukke, B. A.et al.",2018,"Temperature stress deteriorates bed bug (Cimex lectularius) populations through decreased survival, fecundity and offspring success","10.1371/journal.pone.0193788","Cimex lectularius","Cimicidae","Insecta","Arthropoda","Both","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1781A","Female",22,14,22,36,"Warm",-2.299654804,0.057055349,NA,NA
"817","Good","TEMP1781",1549,29,"13B","Rukke, B. A.et al.",2018,"Temperature stress deteriorates bed bug (Cimex lectularius) populations through decreased survival, fecundity and offspring success","10.1371/journal.pone.0193788","Cimex lectularius","Cimicidae","Insecta","Arthropoda","Both","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1781A","Female",22,16,22,38,"Warm",-7.201040421,0.100978229,NA,NA
"818","Good","TEMP2096",1816,35,"16B","Urbaneja, A.et al.",2001,"Effect of temperature on the life history of Cirrospilus sp near lyncus (Hymenoptera : Eulophidae), a parasitoid of Phyllocnistis citrella (Lepidoptera : Gracillariidae)","10.1006/bcon.2001.0944","Cirrospilus sp. near lyncus","Eulophidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2096A","Both",25,-10,25,15,"Cool",NA,NA,1.003877576,0.218438973
"819","Good","TEMP2096",1816,35,"16B","Urbaneja, A.et al.",2001,"Effect of temperature on the life history of Cirrospilus sp near lyncus (Hymenoptera : Eulophidae), a parasitoid of Phyllocnistis citrella (Lepidoptera : Gracillariidae)","10.1006/bcon.2001.0944","Cirrospilus sp. near lyncus","Eulophidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2096A","Both",25,-10,25,15,"Cool",-0.419887568,0.198642196,NA,NA
"820","Good","TEMP2096",1816,35,"16B","Urbaneja, A.et al.",2001,"Effect of temperature on the life history of Cirrospilus sp near lyncus (Hymenoptera : Eulophidae), a parasitoid of Phyllocnistis citrella (Lepidoptera : Gracillariidae)","10.1006/bcon.2001.0944","Cirrospilus sp. near lyncus","Eulophidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2096A","Both",25,-5,25,20,"Cool",NA,NA,0.903201281,0.19197661
"821","Good","TEMP2096",1816,35,"16B","Urbaneja, A.et al.",2001,"Effect of temperature on the life history of Cirrospilus sp near lyncus (Hymenoptera : Eulophidae), a parasitoid of Phyllocnistis citrella (Lepidoptera : Gracillariidae)","10.1006/bcon.2001.0944","Cirrospilus sp. near lyncus","Eulophidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2096A","Both",25,-5,25,20,"Cool",0.575393785,0.181439772,NA,NA
"822","Good","TEMP2096",1816,35,"16B","Urbaneja, A.et al.",2001,"Effect of temperature on the life history of Cirrospilus sp near lyncus (Hymenoptera : Eulophidae), a parasitoid of Phyllocnistis citrella (Lepidoptera : Gracillariidae)","10.1006/bcon.2001.0944","Cirrospilus sp. near lyncus","Eulophidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2096A","Both",25,5,25,30,"Warm",NA,NA,-0.541470128,0.18999674
"823","Good","TEMP2096",1816,35,"16B","Urbaneja, A.et al.",2001,"Effect of temperature on the life history of Cirrospilus sp near lyncus (Hymenoptera : Eulophidae), a parasitoid of Phyllocnistis citrella (Lepidoptera : Gracillariidae)","10.1006/bcon.2001.0944","Cirrospilus sp. near lyncus","Eulophidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2096A","Both",25,5,25,30,"Warm",-0.55879756,0.190430031,NA,NA
"824","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla shadabi","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509C","Female",NA,-5,25,20,"Cool",-3.384072671,0.220311027,NA,NA
"825","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla shadabi","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509C","Female",NA,-5,25,20,"Cool",NA,NA,-1.080138656,0.076389163
"826","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla shadabi","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509C","Female",NA,5,25,30,"Warm",-0.3438368,0.097118374,NA,NA
"827","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla shadabi","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509C","Female",NA,5,25,30,"Warm",NA,NA,-0.710882241,0.070877946
"828","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla shadabi","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509C","Female",NA,9,25,34,"Warm",-3.307900452,0.214770349,NA,NA
"829","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla shadabi","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509C","Female",NA,9,25,34,"Warm",NA,NA,-2.392319428,0.114359935
"830","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509A","Female",NA,-5,25,20,"Cool",-0.926632604,0.091919813,NA,NA
"831","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509A","Female",NA,-5,25,20,"Cool",NA,NA,-0.23846979,0.083902012
"832","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509B","Female",NA,-5,25,20,"Cool",-0.595336775,0.069620216,NA,NA
"833","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509B","Female",NA,-5,25,20,"Cool",NA,NA,0.847425647,0.072651085
"834","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509A","Female",NA,5,25,30,"Warm",0.87910898,0.073106938,NA,NA
"835","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509A","Female",NA,5,25,30,"Warm",NA,NA,0.592609576,0.069593218
"836","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509B","Female",NA,5,25,30,"Warm",2.51668633,0.119447584,NA,NA
"837","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509B","Female",NA,5,25,30,"Warm",NA,NA,1.161860229,0.077915993
"838","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509A","Female",NA,9,25,34,"Warm",-0.46513645,0.068469599,NA,NA
"839","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509A","Female",NA,9,25,34,"Warm",NA,NA,-0.82726268,0.072369696
"840","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509B","Female",NA,9,25,34,"Warm",1.422235944,0.083522959,NA,NA
"841","Good","TEMP509",496,8,"5A","Dreyer, H.; Baumgartner, J. m. f.",1996,"Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi","10.1111/j.1570-7458.1996.tb00783.x","Clavigralla tomentosicollis","Coreidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Benin","Africa",NA,"More than 5 days","Mix","No","Constant","No","TEMP509B","Female",NA,9,25,34,"Warm",NA,NA,1.196179549,0.078590379
"842","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209A","Female",NA,-10,25,15,"Cool",NA,NA,1.321323606,0.121823701
"843","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209C","Female",NA,-10,25,15,"Cool",-0.822560274,0.108457568,NA,NA
"844","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209C","Female",NA,-10,25,15,"Cool",-1.203149089,0.118094597,NA,NA
"845","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209A","Female",NA,-5,25,20,"Cool",NA,NA,0.773849912,0.107485546
"846","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209C","Female",NA,-5,25,20,"Cool",0.299213838,0.101119112,NA,NA
"847","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209C","Female",NA,-5,25,20,"Cool",0.116331374,0.100169162,NA,NA
"848","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209A","Female",NA,5,25,30,"Warm",NA,NA,-0.482430022,0.102909234
"849","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209C","Female",NA,5,25,30,"Warm",0.085363123,0.100091086,NA,NA
"850","Good","HUM209",2131,41,"19B","Mota et al.",2008,"Temperature dependence for development of the whitefly predator Clitostethus arcuatus (Rossi","10.1007/s10526-007-9101-5","Clitostethus arcuatus","Coccinellidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Natural","Terrestrial",NA,NA,NA,"Natural variation","Mix","No","Constant",NA,"HUM209C","Female",NA,5,25,30,"Warm",-0.233206078,0.100679813,NA,NA
"851","Good","TEMP1150",1018,19,"11","Liao, H. J.et al.",2014,"Heat shock suppresses mating and sperm transfer in the rice leaf folder Cnaphalocrocis medinalis","10.1017/S0007485314000212","Cnaphalocrocis medinalis","Crambidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"1 to 5 days","Adult","No","Both","No","TEMP1150B","Female",25,9,27,36,"Warm",0.266136938,0.061142643,NA,NA
"852","Good","TEMP1150",1018,19,"11","Liao, H. J.et al.",2014,"Heat shock suppresses mating and sperm transfer in the rice leaf folder Cnaphalocrocis medinalis","10.1017/S0007485314000212","Cnaphalocrocis medinalis","Crambidae","Insecta","Arthropoda","Male","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"1 to 5 days","Adult","No","Both","No","TEMP1150B","Female",25,9,27,36,"Warm",0.451536889,0.065254503,NA,NA
