"","Status","Paper.code","Paper.number","Screening.set","Extraction.set","Paper","Publication.year","Title","DOI","Species.latin","Family","Class","Phylum","Sex.exposed","Fertilisation.mode","Agricultural.importance","Lab.or.field","Animal.origin","Stressor.variation","Habitat","Country.of.origin","Continent.of.origin","Ocean.sea.of.origin","Exposure.duration","Life.stage.of.animal","Lowest.temp.below.10.C.","Constant.or.fluctuating.","Acclimated.","Effect.size.code","Experiment.code","Trait.category","Trait","Sex","Rearing.temperature","es","v","diff","reftemp","treattemp","gtest","warm.cool"
"2905","Good","TEMP1161",1029,19,"C","LINTS, F.; LINTS, C.",1971,"INFLUENCE OF PREIMAGINAL ENVIRONMENT ON FECUNDITY AND AGING IN DROSOPHILA-MELANOGASTER HYBRIDS .2. PREIMAGINAL TEMPERATURE","10.1016/0531-5565(71)90021-0","Drosophila melanogaster","Drosophilidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","mix","No","Constant","No","TEMP1161_2","TEMP1161_A","Longevity","Longevity","Female",25,0,0,0,25,25,84.4227748794247,"Reference"
"2906","Good","TEMP1161",1029,19,"C","LINTS, F.; LINTS, C.",1971,"INFLUENCE OF PREIMAGINAL ENVIRONMENT ON FECUNDITY AND AGING IN DROSOPHILA-MELANOGASTER HYBRIDS .2. PREIMAGINAL TEMPERATURE","10.1016/0531-5565(71)90021-0","Drosophila melanogaster","Drosophilidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","mix","No","Constant","No","TEMP1161_3","TEMP1161_B","Reproduction","Total fecundity","Female",25,0,0,0,25,25,201.73626137141,"Reference"
"2907","Good","TEMP1161",1029,19,"C","LINTS, F.; LINTS, C.",1971,"INFLUENCE OF PREIMAGINAL ENVIRONMENT ON FECUNDITY AND AGING IN DROSOPHILA-MELANOGASTER HYBRIDS .2. PREIMAGINAL TEMPERATURE","10.1016/0531-5565(71)90021-0","Drosophila melanogaster","Drosophilidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","mix","No","Constant","No","TEMP1161_4","TEMP1161_B","Longevity","Longevity","Female",25,0,0,0,25,25,86.4857512550254,"Reference"
"2909","Good","TEMP1168",1036,19,"C","Liu, T.; Yue, B. m. j.",2001,"Comparison of some life history parameters between alate and apterous forms of turnip aphid (Homoptera : Aphididae) on cabbage under constant temperatures","10.2307/3496173","Lipaphis erysimi","Aphididae","Insecta","Arthropoda","Parthenogenetic","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1168_1","TEMP1168_A","Reproduction","Fecundity","Female",NA,-1.8602513220889,0.0955044581777791,5,25,30,9.00826446289488,"Warm"
"2910","Good","TEMP1168",1036,19,"C","Liu, T.; Yue, B. m. j.",2001,"Comparison of some life history parameters between alate and apterous forms of turnip aphid (Homoptera : Aphididae) on cabbage under constant temperatures","10.2307/3496173","Lipaphis erysimi","Aphididae","Insecta","Arthropoda","Parthenogenetic","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1168_2","TEMP1168_A","Longevity","longevity (days)","Female",NA,-0.0933770762447762,0.0667393273197335,5,25,30,15.5341848222984,"Warm"
"2911","Good","TEMP1168",1036,19,"C","Liu, T.; Yue, B. m. j.",2001,"Comparison of some life history parameters between alate and apterous forms of turnip aphid (Homoptera : Aphididae) on cabbage under constant temperatures","10.2307/3496173","Lipaphis erysimi","Aphididae","Insecta","Arthropoda","Parthenogenetic","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1168_3","TEMP1168_B","Reproduction","fecundity","Female",NA,-3.19312794941016,0.151633884177536,5,25,30,13.6009445072075,"Warm"
"2912","Good","TEMP1168",1036,19,"C","Liu, T.; Yue, B. m. j.",2001,"Comparison of some life history parameters between alate and apterous forms of turnip aphid (Homoptera : Aphididae) on cabbage under constant temperatures","10.2307/3496173","Lipaphis erysimi","Aphididae","Insecta","Arthropoda","Parthenogenetic","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1168_4","TEMP1168_B","Longevity","longevity (days)","Female",NA,-1.03560968284954,0.075604061793431,5,25,30,16.4344746143046,"Warm"
"2923","Good","TEMP1173",1040,19,"10A","Liu, Y.-Y.et al. (b)",2018,"Demography and Mass Rearing of the Medicinal Blister Beetle Epicauta impressicornis (Pic) (Coleoptera: Meloidae) at Different Temperatures","10.1093/jee/toy197","Epicauta impressicornis","Meloidae","Insecta","Arthropoda","Female","Internal","Other","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1173_1","TEMP1173A","Longevity","Total lifespan (days)","Female",28,-3.61168321647548,0.250743303266101,3,27,30,52.4593930625306,"Warm"
"2924","Good","TEMP1173",1040,19,"10A","Liu, Y.-Y.et al. (b)",2018,"Demography and Mass Rearing of the Medicinal Blister Beetle Epicauta impressicornis (Pic) (Coleoptera: Meloidae) at Different Temperatures","10.1093/jee/toy197","Epicauta impressicornis","Meloidae","Insecta","Arthropoda","Both sexes","Internal","Other","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1173_3","TEMP1173A","Reproduction","Eggs per female","Female",28,-0.240771229890231,0.0961446738491032,3,27,30,19.5770666464621,"Warm"
"2933","Good","TEMP1192",1054,20,"10A","LOWRY, V.et al.",1992,"LIFE-FERTILITY TABLES FOR FRANKLINIELLA-FUSCA (HINDS) AND F-OCCIDENTALIS (PERGANDE) (THYSANOPTERA, THRIPIDAE) ON PEANUT","10.1093/aesa/85.6.744","Frankliniella fusca","Thripidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1192_1","TEMP1192A","Longevity","Longevity","Female",28,-0.552048368668707,0.0399267182757201,5,30,35,10.3919815052634,"Warm"
"2935","Good","TEMP1192",1054,20,"10A","LOWRY, V.et al.",1992,"LIFE-FERTILITY TABLES FOR FRANKLINIELLA-FUSCA (HINDS) AND F-OCCIDENTALIS (PERGANDE) (THYSANOPTERA, THRIPIDAE) ON PEANUT","10.1093/aesa/85.6.744","Frankliniella fusca","Thripidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1192_3","TEMP1192A","Reproduction","Eggs per female","Female",28,-0.584411769289664,0.0401035438273283,5,30,35,6.85855164831635,"Warm"
"2937","Good","TEMP1197",1059,20,"10A","Lu, Y.et al.",2009,"Comparative study of temperature-dependent life histories of three economically important Adelphocoris spp","10.1111/j.1365-3032.2009.00692.x","Adelphocoris suturalis","Miridae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1197_2","TEMP1197A","Longevity","Longevity","Female",29,1.36310367876974,0.0302612143991679,-5,30,25,13.3778492515524,"Cool"
"2938","Good","TEMP1197",1059,20,"10A","Lu, Y.et al.",2009,"Comparative study of temperature-dependent life histories of three economically important Adelphocoris spp","10.1111/j.1365-3032.2009.00692.x","Adelphocoris suturalis","Miridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1197_3","TEMP1197A","Reproduction","Eggs per female","Female",29,1.1489131048972,0.0279333015500578,-5,30,25,8.19528810602296,"Cool"
"2939","Good","TEMP1197",1059,20,"10A","Lu, Y.et al.",2009,"Comparative study of temperature-dependent life histories of three economically important Adelphocoris spp","10.1111/j.1365-3032.2009.00692.x","Adelphocoris fasciaticollis","Miridae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1197_5","TEMP1197A","Longevity","Longevity","Female",29,0.102109980573715,0.022267332989442,-5,30,25,7.68229903369083,"Cool"
"2940","Good","TEMP1197",1059,20,"10A","Lu, Y.et al.",2009,"Comparative study of temperature-dependent life histories of three economically important Adelphocoris spp","10.1111/j.1365-3032.2009.00692.x","Adelphocoris fasciaticollis","Miridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1197_6","TEMP1197A","Reproduction","Eggs per female","Female",29,1.40690132504398,0.0307861126815149,-5,30,25,6.51239757424144,"Cool"
"2941","Good","TEMP1197",1059,20,"10A","Lu, Y.et al.",2009,"Comparative study of temperature-dependent life histories of three economically important Adelphocoris spp","10.1111/j.1365-3032.2009.00692.x","Adelphocoris lineolatus","Miridae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1197_8","TEMP1197A","Longevity","Longevity","Female",29,1.73930709112908,0.0353109176370754,-5,30,25,15.6806966602389,"Cool"
"2942","Good","TEMP1197",1059,20,"10A","Lu, Y.et al.",2009,"Comparative study of temperature-dependent life histories of three economically important Adelphocoris spp","10.1111/j.1365-3032.2009.00692.x","Adelphocoris lineolatus","Miridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1197_9","TEMP1197A","Reproduction","Eggs per female","Female",29,0.502248246904321,0.0233136140193439,-5,30,25,9.81312726699131,"Cool"
"2943","Good","TEMP1198",1060,20,"10A","Lu, Y.et al.",2010,"Temperature-dependent life history of the green plant bug, Apolygus lucorum (Meyer-Dur) (Hemiptera: Miridae","10.1303/aez.2010.387","Apolygus lucorum","Miridae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1198_2","TEMP1198A","Longevity","Longevity","Female",29,0.846090090777368,0.0726322370142638,-5,30,25,16.9159644160998,"Cool"
"2944","Good","TEMP1198",1060,20,"10A","Lu, Y.et al.",2010,"Temperature-dependent life history of the green plant bug, Apolygus lucorum (Meyer-Dur) (Hemiptera: Miridae","10.1303/aez.2010.387","Apolygus lucorum","Miridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1198_3","TEMP1198A","Reproduction","Eggs per female","Female",29,0.108356398220472,0.066764509241961,-5,30,25,6.34873902905679,"Cool"
"2945","Good","TEMP1214",1072,20,"9B","Ma, C.et al.",2004,"Effects of pattern and timing of high temperature exposure on reproduction of the rose grain aphid, Metopolophium dirhodum","10.1111/j.0013-8703.2004.00123.x","Metopolophium dirhodum","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"1 to 5 days","Mix","No","Constant","No","TEMP1214_1","TEMP1214A","Reproduction","number of offspring (nymphs)","Female",20,-2.24439165942986,0.114694116757402,6,27,33,1.02770780844261,"Warm"
"2946","Good","TEMP1214",1072,20,"9B","Ma, C.et al.",2004,"Effects of pattern and timing of high temperature exposure on reproduction of the rose grain aphid, Metopolophium dirhodum","10.1111/j.0013-8703.2004.00123.x","Metopolophium dirhodum","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"1 to 5 days","Mix","No","Constant","No","TEMP1214_2","TEMP1214A","Longevity","number of days","Female",20,-1.24499520378463,0.0814450726769595,6,27,33,1.08576814329991,"Warm"
"2947","Good","TEMP122",194,2,"25B","Aysal, T.; Kivan, M.",2008,"Development and population growth of Stephanitis pyri (F.) (Heteroptera : Tingidae) at five temperatures","10.1007/s10340-008-0198-9","Stephanitis pyri","Tingidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP122_1","TEMP122A","Reproduction","eggs per female","Female",26,-0.718858537624277,0.0851675759711531,3,26,29,9.27346255752336,"Warm"
"2948","Good","TEMP122",194,2,"25B","Aysal, T.; Kivan, M.",2008,"Development and population growth of Stephanitis pyri (F.) (Heteroptera : Tingidae) at five temperatures","10.1007/s10340-008-0198-9","Stephanitis pyri","Tingidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP122_2","TEMP122A","Longevity","Longevity (days)","Female",26,-0.623376969987418,0.0838859884671069,3,26,29,11.4686468646865,"Warm"
"2949","Good","TEMP1238",1094,20,"9B","Malekmohammadi, A.et al.",2012,"Influence of constant temperatures on development, reproduction and life table parameters of Encarsia inaron (Hymenoptera: Aphelinidae) parasitizing Neomaskellia andropogonis (Hemiptera: Aleyrodidae)","10.1016/j.cropro.2011.12.006","Encarsia inaron","Aphelinidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1238_1","TEMP1238A","Reproduction","number of eggs","Female",20,-6.21552710293728,0.668563483343064,12,20,32,16.7213114742378,"Warm"
"2950","Good","TEMP1238",1094,20,"9B","Malekmohammadi, A.et al.",2012,"Influence of constant temperatures on development, reproduction and life table parameters of Encarsia inaron (Hymenoptera: Aphelinidae) parasitizing Neomaskellia andropogonis (Hemiptera: Aleyrodidae)","10.1016/j.cropro.2011.12.006","Encarsia inaron","Aphelinidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1238_2","TEMP1238A","Longevity","number of days","Female",20,-4.0408115485099,0.304252082818095,12,20,32,19.2444761145514,"Warm"
"2951","Good","TEMP125",197,2,"25B","Azrag, A. G. A.et al.",2020,"Modelling the effect of temperature on the biology and demographic parameters of the African coffee white stem borer, Monochamus leuconotus (Pascoe) (Coleoptera: Cerambycidae)","10.1016/j.jtherbio.2020.102534","Monochamus leuconotus","Cerambycidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP125_1","TEMP125A","Reproduction","eggs per female","Female",NA,0,0,0,25,25,5.36552119157965,"Reference"
"2952","Good","TEMP125",197,2,"25B","Azrag, A. G. A.et al.",2020,"Modelling the effect of temperature on the biology and demographic parameters of the African coffee white stem borer, Monochamus leuconotus (Pascoe) (Coleoptera: Cerambycidae)","10.1016/j.jtherbio.2020.102534","Monochamus leuconotus","Cerambycidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP125_2","TEMP125A","Longevity","Longevity (days)","Female",NA,0,0,0,25,25,14.6494817098565,"Reference"
"2953","Good","TEMP1250",1103,21,"21A","Marchioro, C. A.; Foerster, L. A. m. a.",2012,"Modelling reproduction of Plutella xylostella L. (Lepidoiptera: Plutellidae): climate change may modify pest incidence levels","10.1017/S0007485312000119","Plutella xylostella","Plutellidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1250_2","TEMP1250A","Longevity","Longevity in Days","Female",20,-1.11349465859989,0.115498379434131,5,20,25,9.98689564853619,"Warm"
"2954","Good","TEMP1250",1103,21,"21A","Marchioro, C. A.; Foerster, L. A. m. a.",2012,"Modelling reproduction of Plutella xylostella L. (Lepidoiptera: Plutellidae): climate change may modify pest incidence levels","10.1017/S0007485312000119","Plutella xylostella","Plutellidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1250_3","TEMP1250A","Reproduction","Eggs per female","Female",20,-0.813253521838403,0.108267266134782,5,20,25,18.5211285990694,"Warm"
"2955","Good","TEMP1255",1108,21,"21A","Marini, G.et al.",2020,"Influence of Temperature on the Life-Cycle Dynamics of Aedes albopictus Population Established at Temperate Latitudes: A Laboratory Experiment","10.3390/insects11110808","Aedes albopictus","Culicidae","Insecta","Arthropoda","Female","Internal","Other","Lab","Lab-reared","Experimental","Both",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1255_1","TEMP1255A","Longevity","Longevity in Days","Female",25,-0.56408278711241,0.103977367383956,5,25,30,11.2424481210774,"Warm"
"2963","Good","TEMP1275",1123,21,"9B","Matadha, D.et al.",2004,"Effect of temperature on development, fecundity, and life table parameters of Encarsia citrina Craw (Hymenoptera : Aphelinidae), a parasitoid of Euonymus scale, Unaspis euonymi (Comstock), and Quadraspidiotus perniciosus (Comstock) (Homoptera : Diaspididae)","10.1603/0046-225X-33.5.1185","Encarsia citrina","Aphelinidae","Insecta","Arthropoda","Unsure","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1275_1","TEMP1275A","Reproduction","number of eggs","Female",25,-1.52201536313797,0.112798729854135,2.5,25,27.5,35.6346020780683,"Warm"
"2964","Good","TEMP1275",1123,21,"9B","Matadha, D.et al.",2004,"Effect of temperature on development, fecundity, and life table parameters of Encarsia citrina Craw (Hymenoptera : Aphelinidae), a parasitoid of Euonymus scale, Unaspis euonymi (Comstock), and Quadraspidiotus perniciosus (Comstock) (Homoptera : Diaspididae)","10.1603/0046-225X-33.5.1185","Encarsia citrina","Aphelinidae","Insecta","Arthropoda","Unsure","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP1275_2","TEMP1275A","Longevity","number of days","Female",25,-0.344322107097392,0.0889077184172649,2.5,25,27.5,17.7882352978279,"Warm"
"2965","Good","TEMP1296",1140,21,"21A","McAvoy, T.; Kok, L. m. j.",1999,"Effects of temperature on eggs, fecundity, and adult longevity of Hylobius transversovittatus Goeze (Coleoptera : Curculionidae), a biological control agent of purple loosestrife","10.1006/bcon.1999.0720","Hylobius transversovittatus","Curculionidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP1296_2","TEMP1296A","Longevity","Longevity in Days","Female",22,-0.786374833479783,0.101336632374963,5,20,25,7.23091932457786,"Warm"
"2966","Good","TEMP1296",1140,21,"21A","McAvoy, T.; Kok, L. m. j.",1999,"Effects of temperature on eggs, fecundity, and adult longevity of Hylobius transversovittatus Goeze (Coleoptera : Curculionidae), a biological control agent of purple loosestrife","10.1006/bcon.1999.0720","Hylobius transversovittatus","Curculionidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP1296_3","TEMP1296A","Reproduction","Lifetime Egg Total","Female",22,0.30288880902984,0.0957340393101239,5,20,25,6.15428493075552,"Warm"
"2967","Good","TEMP1302",1146,21,"11A","McDonnell, R.et al.",2005,"Sexual dimorphism and the impact of temperature on the pupal and adult stages of Sepedon spinipes spinipes, a potential biological control agent of fascioliasis","10.1111/j.1570-7458.2005.00267.x","Sepedon spinipes","Sciomyzidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1302_1","TEMP1302A","Reproduction","total number eggs per female","Female",NA,-0.140765379580536,0.334158953837019,-3,26,23,3.35873372622573,"Cool"
"2968","Good","TEMP1302",1146,21,"11A","McDonnell, R.et al.",2005,"Sexual dimorphism and the impact of temperature on the pupal and adult stages of Sepedon spinipes spinipes, a potential biological control agent of fascioliasis","10.1111/j.1570-7458.2005.00267.x","Sepedon spinipes","Sciomyzidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1302_2","TEMP1302B","Longevity","Longevity","Both sexes",NA,0.116361027620893,0.162608460112642,-3,26,23,7.71747453145282,"Cool"
"2969","Good","TEMP131",200,2,"19","Bahsi, S. U.; Tunc, I.",2008,"Development, survival and reproduction of Orius niger (Hemiptera : Anthocoridae) under different photoperiod and temperature regimes","10.1080/09583150802302215","Orius niger","Anthocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP131_2","TEMP131A","Longevity","Longevity (days)","Female",26,-3.26297484910594,0.31137865252687,4,26,30,11.8153846153846,"Warm"
"2970","Good","TEMP131",200,2,"19","Bahsi, S. U.; Tunc, I.",2008,"Development, survival and reproduction of Orius niger (Hemiptera : Anthocoridae) under different photoperiod and temperature regimes","10.1080/09583150802302215","Orius niger","Anthocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP131_3","TEMP131A","Reproduction","Fecundity (eggs per female)","Female",26,-0.566100705751531,0.139269738246111,4,26,30,8.48284023668639,"Warm"
"2971","Good","TEMP1312",1153,22,"9B","Mehrnejad & Copland, 2005",2005,"The seasonal forms and reproductive potential of the common pistachio psylla, Agonoscena pistaciae (Hem., Psylloidea","10.1111/j.1439-0418.2005.00974.x","Agonoscena pistaciae","Aphalaridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1312_1","TEMP1312A","Reproduction","number of eggs","Female",20,-4.24327864075985,0.652155542598422,15,20,35,10.6054054054054,"Warm"
"2972","Good","TEMP1312",1153,22,"9B","Mehrnejad & Copland, 2005",2005,"The seasonal forms and reproductive potential of the common pistachio psylla, Agonoscena pistaciae (Hem., Psylloidea","10.1111/j.1439-0418.2005.00974.x","Agonoscena pistaciae","Aphalaridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1312_2","TEMP1312A","Longevity","number of days","Female",20,-3.10305516409473,0.342747898949122,15,20,35,22.0153738630323,"Warm"
"2973","Good","TEMP1312",1153,22,"9B","Mehrnejad & Copland, 2005",2005,"The seasonal forms and reproductive potential of the common pistachio psylla, Agonoscena pistaciae (Hem., Psylloidea","10.1111/j.1439-0418.2005.00974.x","Agonoscena pistaciae","Aphalaridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1312_3","TEMP1312B","Reproduction","number of eggs","Female",20,-3.51012967442563,0.461841143892805,15,20,35,16.2497354491436,"Warm"
"2974","Good","TEMP1312",1153,22,"9B","Mehrnejad & Copland, 2005",2005,"The seasonal forms and reproductive potential of the common pistachio psylla, Agonoscena pistaciae (Hem., Psylloidea","10.1111/j.1439-0418.2005.00974.x","Agonoscena pistaciae","Aphalaridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1312_4","TEMP1312B","Longevity","number of days","Female",20,-1.63165060528861,0.242324629494061,15,20,35,10.8881998278835,"Warm"
"2975","Good","TEMP1313",1154,22,"9B","Mehrparvar & Hatami, 2007",2007,"Effect of temperature on some biological parameters of an Iranian population of the Rose Aphid, Macrosiphum rosae (Hemiptera : Aphididae)","10.14411/eje.2007.078","Macrosiphum rosae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1313_1","TEMP1313A","Longevity","number of days","Female",NA,0,0,0,25,25,21.2524719889437,"Reference"
"2976","Good","TEMP1313",1154,22,"9B","Mehrparvar & Hatami, 2007",2007,"Effect of temperature on some biological parameters of an Iranian population of the Rose Aphid, Macrosiphum rosae (Hemiptera : Aphididae)","10.14411/eje.2007.078","Macrosiphum rosae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1313_2","TEMP1313A","Reproduction","number of offspring (nymphs)","Female",NA,0,0,0,25,25,22.096242589001,"Reference"
"2980","Good","TEMP1381",1209,23,"11A","MoriMoto, S.et al.",2007,"Effects of temperature on the development and reproduction of the predatory bug Joppeicus paradoxus Puton (Hemiptera : Joppeicidae) reared on Tribolium confusum eggs","10.1016/j.biocontrol.2006.10.003","Joppeicus paradoxus","Joppeicidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1381_1","TEMP1381A","Reproduction","total number eggs per female","Female",30,-0.886786035701757,0.0698775499309322,2,30,32,11.7673634209115,"Warm"
"2981","Good","TEMP1381",1209,23,"11A","MoriMoto, S.et al.",2007,"Effects of temperature on the development and reproduction of the predatory bug Joppeicus paradoxus Puton (Hemiptera : Joppeicidae) reared on Tribolium confusum eggs","10.1016/j.biocontrol.2006.10.003","Joppeicus paradoxus","Joppeicidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1381_2","TEMP1381A","Longevity","Longevity","Female",30,0.105868792951731,0.0637253176151022,2,30,32,17.1041113385644,"Warm"
"2982","Good","TEMP1411",1228,23,"10B","Myint, Y. Y.et al.",2012,"Using life-history parameters and a degree-day model to predict climate suitability in England for the Japanese knotweed psyllid Aphalara itadori Shinji (Hemiptera: Psyllidae","10.1016/j.biocontrol.2012.07.004","Aphalara itadori","Aphalaridae","Insecta","Arthropoda","Female","Internal","No","Lab","Wild-caught","Experimental","Terrestrial","Japan","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1411_2","TEMP1411A","Longevity","Longevity","Female",25,-3.04004294157595,0.304031018110429,5,25,30,6.32851063948644,"Warm"
"2983","Good","TEMP1411",1228,23,"10B","Myint, Y. Y.et al.",2012,"Using life-history parameters and a degree-day model to predict climate suitability in England for the Japanese knotweed psyllid Aphalara itadori Shinji (Hemiptera: Psyllidae","10.1016/j.biocontrol.2012.07.004","Aphalara itadori","Aphalaridae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Wild-caught","Experimental","Terrestrial","Japan","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1411_3","TEMP1411A","Reproduction","Eggs per female","Female",25,-4.18869586993747,0.442419551513854,5,25,30,2.38151847749095,"Warm"
