Status,Paper code,Paper number,Screening set,Extraction set,Paper,Publication year,Title,DOI,Species latin,Family,Class,Phylum,Sex exposed,Fertilisation mode,Agricultural importance,Lab or field,Animal origin,Stressor variation,Habitat,Country of origin,Continent of origin,Ocean/sea of origin,Exposure duration,Life-stage of animal,Lowest temp below 10°C?,Constant or fluctuating?,Acclimated?,Effect size code,Experiment code,Trait category,Trait,Sex,Rearing temperature,No of temp treatments,Min temp,Max temp,Data location,Test,Statistic,Effect size direction,Total N (replicates),Total animals ,Temp1,N1,ani_1,Prop1,Mean1,SD1,Temp2,N2,ani_2,Prop2,Mean2,SD2,Temp3,N3,ani_3,Prop3,Mean3,SD3,Temp4,N4,ani_4,Prop4,Mean4,SD4,Temp5,N5,ani_5,Prop5,Mean5,SD5,Temp6,N6,ani_6,Prop6,Mean6,SD6,Temp7,N7,ani_7,Prop7,Mean7,SD7,Temp8,N8,ani_8,Prop8,Mean8,SD8,Temp9,N9,ani_9,Prop9,Mean9,SD9,Comment,ref_temp,ref_mean,ref_sd,ref_ani,ref_N,rearing?
Good,TEMP1426,1242,23,11A,"Vasconcelos, G. J.et al.",2008,"Life history of the predatory mite Phytoseiulus fragariae on Tetranychus evansi and Tetranychus urticae (Acari : Phytoseiidae, Tetranychidae) at five temperatures",10.1007/s10493-007-9124-8,Phytoseiulus fragariae,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Uruguay,South America,NA,More than 5 days,Mix,No,Constant,Yes (mix),TEMP1426_2,TEMP1426A,Longevity,Longevity,Female,25,4,15,30,Table 2,NA,NA,NA,149,149,15,36,36,NA,44.7,3.6,20,36,36,NA,36.7,16.8,25,35,35,NA,23.3,13,30,42,42,NA,14.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"converted SE to SD; used only data from t. urticae as prey (as this was the control treatment, i.e. stocks were previously fed on t. urticae);",25,23.3,13,35,35,Y
Good,TEMP1433,1246,23,11A,"Negm, M. W.et al.",2014,"Biology, Predation, and Life Table of Cydnoseius negevi and Neoseiulus barkeri (Acari: Phytoseiidae) on the Old World Date Mite, Oligonychus afrasiaticus (Acari: Tetranychidae",10.1093/jisesa/ieu039,Cydnoseius negevi,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Control agent,Lab,Mix,Experimental,Terrestrial,Saudi Arabia,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP1433_1,TEMP1433A,Reproduction,total number eggs per female,Female,30,2,25,35,Table 2,NA,NA,NA,32,640,25,16,320,NA,21.6,10.5,35,16,320,NA,38,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. negevi; converted SE to SD,25,21.6,10.5,320,16,Y
Good,TEMP1433,1246,23,11A,"Negm, M. W.et al.",2014,"Biology, Predation, and Life Table of Cydnoseius negevi and Neoseiulus barkeri (Acari: Phytoseiidae) on the Old World Date Mite, Oligonychus afrasiaticus (Acari: Tetranychidae",10.1093/jisesa/ieu039,Cydnoseius negevi,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Control agent,Lab,Mix,Experimental,Terrestrial,Saudi Arabia,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP1433_2,TEMP1433A,Longevity,Longevity,Female,30,2,25,35,Table 2,NA,NA,NA,32,640,25,16,320,NA,31.8,3.7,35,16,320,NA,20.1,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. negevi; converted SE to SD,25,31.8,3.7,320,16,Y
Good,TEMP1433,1246,23,11A,"Negm, M. W.et al.",2014,"Biology, Predation, and Life Table of Cydnoseius negevi and Neoseiulus barkeri (Acari: Phytoseiidae) on the Old World Date Mite, Oligonychus afrasiaticus (Acari: Tetranychidae",10.1093/jisesa/ieu039,Neoseiulus barkeri,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Control agent,Lab,Mix,Experimental,Terrestrial,Saudi Arabia,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP1433_4,TEMP1433B,Reproduction,total number eggs per female,Female,30,2,25,35,Table 2,NA,NA,NA,32,640,25,16,320,NA,18.8,5.6,35,16,320,NA,34.8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N. barkeri; converted SE to SD,25,18.8,5.6,320,16,Y
Good,TEMP1433,1246,23,11A,"Negm, M. W.et al.",2014,"Biology, Predation, and Life Table of Cydnoseius negevi and Neoseiulus barkeri (Acari: Phytoseiidae) on the Old World Date Mite, Oligonychus afrasiaticus (Acari: Tetranychidae",10.1093/jisesa/ieu039,Neoseiulus barkeri,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Control agent,Lab,Mix,Experimental,Terrestrial,Saudi Arabia,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP1433_5,TEMP1433B,Longevity,Longevity,Female,30,2,25,35,Table 2,NA,NA,NA,32,640,25,16,320,NA,35.7,3.6,35,16,320,NA,27.4,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N. barkeri; converted SE to SD,25,35.7,3.6,320,16,Y
Good,TEMP1456,1265,24,10B,"NIKLASSON, H.; PARKER, E. m. o.",1994,FITNESS VARIATION IN AN INVADING PARTHENOGENETIC COCKROACH,10.2307/3546171,Pycnoscelus indicus,Blaberidae,Insecta,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1456_1,TEMP1456A,Longevity,Longevity,Female,30,4,20,35,Table 1,NA,NA,NA,32,32,20,8,8,NA,418.9,265.87,25,8,8,NA,220.8,337.71,30,8,8,NA,254.2,126.71,35,8,8,NA,179.2,140.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SE given as ÃÂ±2 SE,30,254.2,126.71,8,8,Y
Good,TEMP1456,1265,24,10B,"NIKLASSON, H.; PARKER, E. m. o.",1994,FITNESS VARIATION IN AN INVADING PARTHENOGENETIC COCKROACH,10.2307/3546171,Pycnoscelus indicus,Blaberidae,Insecta,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1456_2,TEMP1456A,Reproduction,Total number of offspring,Female,30,4,20,35,Table 1,NA,NA,NA,32,32,20,8,8,NA,0,0,25,8,8,NA,41,64.49,30,8,8,NA,67.5,50.35,35,8,8,NA,0.5,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SE given as ÃÂ±2 SE,30,67.5,50.35,8,8,Y
Good,TEMP1456,1265,24,10B,"NIKLASSON, H.; PARKER, E. m. o.",1994,FITNESS VARIATION IN AN INVADING PARTHENOGENETIC COCKROACH,10.2307/3546171,Pycnoscelus surinamensis,Blaberidae,Insecta,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1456_3,TEMP1456A,Longevity,Longevity,Female,30,4,20,35,Table 1,NA,NA,NA,32,32,20,8,8,NA,205.2,240.42,25,8,8,NA,124.1,154.43,30,8,8,NA,180.4,69.01,35,8,8,NA,158.6,33.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data divided by clons. I took the data of the first clon. SE given as ÃÂ±2 SE,30,180.4,69.01,8,8,Y
Good,TEMP1456,1265,24,10B,"NIKLASSON, H.; PARKER, E. m. o.",1994,FITNESS VARIATION IN AN INVADING PARTHENOGENETIC COCKROACH,10.2307/3546171,Pycnoscelus surinamensis,Blaberidae,Insecta,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1456_4,TEMP1456A,Reproduction,Total number of offspring,Female,30,4,20,35,Table 1,NA,NA,NA,32,32,20,8,8,NA,0,0,25,8,8,NA,12,28.28,30,8,8,NA,22.1,23.76,35,8,8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data divided by clons. I took the data of the first clon. SE given as ÃÂ±2 SE,30,22.1,23.76,8,8,Y
Good,TEMP1457,1266,24,21A,"Nishikawa, H.et al.",2010,"Thermal effect on the development and reproduction of an indigenous mind bug, Pilophorus typicus Distant (Heteroptera: Miridae), a potential biological control agent in Japan",10.1303/aez.2010.313,Pilophorus typicus,Miridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1457_1,TEMP1457A,Longevity,Longevity in Days,Female,25,6,17.5,30,Table 2,NA,NA,NA,128,128,17.5,5,5,NA,55.2,23.2,20,26,26,NA,45.7,20.5,22.5,20,20,NA,46.9,18.4,25,20,20,NA,48.8,18.9,27.5,21,21,NA,29.6,6.4,30,24,24,NA,18,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,48.8,18.9,20,20,Y
Good,TEMP1457,1266,24,21A,"Nishikawa, H.et al.",2010,"Thermal effect on the development and reproduction of an indigenous mind bug, Pilophorus typicus Distant (Heteroptera: Miridae), a potential biological control agent in Japan",10.1303/aez.2010.313,Pilophorus typicus,Miridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1457_2,TEMP1457A,Reproduction,Fecundity per Female,Female,25,6,17.5,30,Table 2,NA,NA,NA,128,128,17.5,5,5,NA,12,7.8,20,26,26,NA,23.7,25.9,22.5,20,20,NA,87.4,62.9,25,20,20,NA,121.1,52.1,27.5,21,21,NA,91.8,51,30,24,24,NA,50.4,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,There was no explicit definition of what fecundity per female was,25,121.1,52.1,20,20,Y
Good,TEMP1463,1272,24,21A,"Noronha, A. C. S.et al.",2018,Fertility Life Table of Tetranychus palmarum Flechtmann & Noronha (Acari: Tetranychidae) in Oil Palm,10.1007/s13744-017-0550-y,Tetranychus palmarum,Tetranychidae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1463_1,TEMP1463A,Longevity,Longevity in Days,Female,25,4,22,31,Table 2,NA,NA,NA,158,158,22,52,52,NA,27.4,9.302322291,25,54,54,NA,11.2,6.613622306,28,35,35,NA,14.7,7.63174292,31,17,17,NA,10.9,5.648654707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,11.2,6.613622306,54,54,Y
Good,TEMP1463,1272,24,21A,"Noronha, A. C. S.et al.",2018,Fertility Life Table of Tetranychus palmarum Flechtmann & Noronha (Acari: Tetranychidae) in Oil Palm,10.1007/s13744-017-0550-y,Tetranychus palmarum,Tetranychidae,Arachnida,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1463_3,TEMP1463A,Reproduction,Eggs per female,Female,25,4,22,31,Table 2,NA,NA,NA,158,158,22,52,52,NA,13.3,9.15810024,25,54,54,NA,12,8.965132459,28,35,35,NA,20.5,16.97914898,31,17,17,NA,9.9,5.648654707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,12,8.965132459,54,54,Y
Good,TEMP1472,1279,24,10B,"Nunney, L.; Cheung, W. m. o.",1997,The effect of temperature on body size and fecundity in female Drosophila melanogaster: Evidence for adaptive plasticity,10.2307/2411205,Drosophila melanogaster,Drosophilidae,Insecta,Arthropoda,Female,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (< 4 days),TEMP1472_1,TEMP1472A,Longevity,Lifespan,Female,25,2,18,25,Figure 2,NA,NA,NA,80,80,18,40,40,NA,58.76,20.28,25,40,40,NA,40.38,11.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two rearing and experimental temperatures (18 and 25ÃÂ°C); acclimation experiment. Took 25ÃÂ°C only as rearing temperature.,25,40.38,11.98,40,40,Y
Good,TEMP1472,1279,24,10B,"Nunney, L.; Cheung, W. m. o.",1997,The effect of temperature on body size and fecundity in female Drosophila melanogaster: Evidence for adaptive plasticity,10.2307/2411205,Drosophila melanogaster,Drosophilidae,Insecta,Arthropoda,Female,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (< 4 days),TEMP1472_2,TEMP1472A,Reproduction,Number of offspring,Female,25,2,18,25,Figure 2,NA,NA,NA,80,80,18,40,40,NA,65.28,33.9,25,40,40,NA,11.01,28.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two rearing and experimental temperatures (18 and 25ÃÂ°C); acclimation experiment. Took 25ÃÂ°C only as rearing temperature.,25,11.01,28.71,40,40,Y
Good,TEMP1491,1296,24,21B,"Oliveira, M. D.et al.",2014,Performance of the Striped Mealybug Ferrisia virgata Cockerell (Hemiptera: Pseudococcidae) under Variable Conditions of Temperature and Mating,10.1007/s13744-013-0171-z,Ferrisia virgata,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juveniles,No,Constant,No,TEMP1491_1,TEMP1491A,Longevity,Female longevity,Female,NA,3,25,28,Table 2,NA,NA,NA,45,45,25,15,15,NA,63.5,4.453930848,27,15,15,NA,56.8,2.943467343,28,15,15,NA,53.6,8.752942362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raised as juveniles in shock, then returned to 25 as adults",25,63.5,4.453930848,15,15,N
Good,TEMP1491,1296,24,21B,"Oliveira, M. D.et al.",2014,Performance of the Striped Mealybug Ferrisia virgata Cockerell (Hemiptera: Pseudococcidae) under Variable Conditions of Temperature and Mating,10.1007/s13744-013-0171-z,Ferrisia virgata,Pseudococcidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juveniles,No,Constant,No,TEMP1491_2,TEMP1491A,Reproduction,Nymphs per female,Female,NA,3,25,28,Table 2,NA,NA,NA,45,45,25,15,15,NA,276.7,145.1981456,27,15,15,NA,440.5,177.3439074,28,15,15,NA,392.3,131.6814338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raised as juveniles in shock, then returned to 25 as adults",25,276.7,145.1981456,15,15,N
Good,TEMP1492,1297,24,11C,"Oliveira, M. L. M.et al.",2004,"Effect of temperature on the biology of Noctua atlantica (Lepidoptera : Noctuidae), a species endemic to the Azores",10.14411/eje.2004.059,Noctua atlantica,Noctuidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1492_1,TEMP1492A,Reproduction,number of eggs per female,Female,NA,4,10,25,Table 4,NA,NA,NA,141,141,10,21,21,NA,207.1,269.5,15,47,47,NA,473.6,300.9,20,41,41,NA,252.3,231.8,25,32,32,NA,97.8,119.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,97.8,119.6,32,32,N
Good,TEMP1492,1297,24,11C,"Oliveira, M. L. M.et al.",2004,"Effect of temperature on the biology of Noctua atlantica (Lepidoptera : Noctuidae), a species endemic to the Azores",10.14411/eje.2004.059,Noctua atlantica,Noctuidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1492_2,TEMP1492A,Longevity,Longevity,Both sexes,NA,4,10,25,Table 4,NA,NA,NA,113,113,10,15,15,NA,29.2,9.8,15,44,44,NA,33.5,13.9,20,33,33,NA,14.6,8.2,25,21,21,NA,7.7,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7.7,3.1,21,21,N
Good,TEMP1503,1307,25,11B,"Opit, G. P.et al.",2010,Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures,10.1603/EN10011,Lepinotus reticulatus,Trogiidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,USA,North America,NA,More than 5 days,Adult,No,Constant,No,TEMP1503_1,TEMP1503A,Reproduction,number of eggs per female,Parthenogenetic,30,6,22.5,35,Table 1,NA,NA,NA,24,120,22.5,4,20,NA,31.7,4.2,25,4,20,NA,38.9,4.2,27.5,4,20,NA,40.7,4,30,4,20,NA,36.4,4,32.5,4,20,NA,39.2,4,35,4,20,NA,21.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,four replicates of 20 aniamls. converted SE to SD using n=4,30,36.4,4,20,4,Y
Good,TEMP1503,1307,25,11B,"Opit, G. P.et al.",2010,Reproductive Parameters of the Parthenogenetic Psocid Lepinotus reticulatus (Psocoptera: Trogiidae) at Constant Temperatures,10.1603/EN10011,Lepinotus reticulatus,Trogiidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,USA,North America,NA,More than 5 days,Adult,No,Constant,No,TEMP1503_2,TEMP1503A,Longevity,Longevity,Parthenogenetic,30,6,22.5,35,Table 1,NA,NA,NA,24,120,22.5,4,20,NA,82.9,4.6,25,4,20,NA,61.6,4.8,27.5,4,20,NA,48.7,4.4,30,4,20,NA,39.4,4.4,32.5,4,20,NA,35.6,4.6,35,4,20,NA,23.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,four replicates of 20 aniamls. converted SE to SD using n=4,30,39.4,4.4,20,4,Y
Good,TEMP1506,1310,25,12A,"Osman, M. A. M.et al.",2015,"Influence of temperature on some biological attributes and life table analysis of the tomato leaf miner, Tuta absoluta (Lepidoptera; Gelechiidae)",NA,Tuta absoluta,Gelechiidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Egypt,Africa,NA,More than 5 days,Mix,No,Constant,No,TEMP1506_1,TEMP1506A,Reproduction,Fecundity,Female,25,4,15,30,Figure 2,NA,NA,NA,48,48,15,12,12,NA,13.7,0.4,20,12,12,NA,211.4,11.8,25,12,12,NA,244.4,39.4,30,12,12,NA,33.79933128,31.5006397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,244.4,39.4,12,12,Y
Good,TEMP1506,1310,25,12A,"Osman, M. A. M.et al.",2015,"Influence of temperature on some biological attributes and life table analysis of the tomato leaf miner, Tuta absoluta (Lepidoptera; Gelechiidae)",NA,Tuta absoluta,Gelechiidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Egypt,Africa,NA,More than 5 days,Mix,No,Constant,No,TEMP1506_3,TEMP1506A,Longevity,Longevity,Female,25,4,15,30,Figure 3,NA,NA,NA,48,48,15,12,12,NA,28,2.7,20,12,12,NA,20.6,1.3,25,12,12,NA,12.9,2.4,30,12,12,NA,8.941684665,1.346734969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,12.9,2.4,12,12,Y
Good,TEMP1508,1311,25,11B,"Otieno, M. H. J.et al.",2019,Integrating temperature-dependent life table data into Insect Life Cycle Model for predicting the potential distribution of Scapsipedus icipe Hugel & Tanga,10.1371/journal.pone.0222941,Scapsipedus icipe,Gryllidae,Insecta,Arthropoda,Both sexes,Internal,Other,Lab,Wild-caught,Experimental,Terrestrial,Kenya,Africa,NA,More than 5 days,Mix,No,Constant,No,TEMP1508_1,TEMP1508A,Reproduction,total number eggs per female,Female,30,6,20,37,Table 4,NA,NA,NA,120,120,20,20,20,NA,221.87,97.93977741,23,20,20,NA,838.24,77.0549025,25,20,20,NA,1182.83,232.7746765,30,20,20,NA,3415.98,318.7291295,35,20,20,NA,615.67,288.1397196,37,20,20,NA,156.88,85.86501034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,converted SE to SD,30,3415.98,318.7291295,20,20,Y
Good,TEMP1508,1311,25,11B,"Otieno, M. H. J.et al.",2019,Integrating temperature-dependent life table data into Insect Life Cycle Model for predicting the potential distribution of Scapsipedus icipe Hugel & Tanga,10.1371/journal.pone.0222941,Scapsipedus icipe,Gryllidae,Insecta,Arthropoda,Female,Internal,Other,Lab,Wild-caught,Experimental,Terrestrial,Kenya,Africa,NA,More than 5 days,Mix,No,Constant,No,TEMP1508_2,TEMP1508A,Longevity,Longevity,Female,30,6,20,37,Table 5,NA,NA,NA,120,120,20,20,20,NA,76.13,4.561578674,23,20,20,NA,68.84,2.057182539,25,20,20,NA,65.26,16.27857488,30,20,20,NA,62.8,8.810107831,35,20,20,NA,53.42,8.810107831,37,20,20,NA,21,4.114365079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,also includes lifespan data (not clear the difference between longevity and lifespan); converted SE to SD,30,62.8,8.810107831,20,20,Y
Good,TEMP1515,1316,25,12A,"Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)",10.1007/BF02980702,Tuberolachnus salignus,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,Turkey,Europe,NA,More than 5 days,Mix,No,Constant,No,TEMP1515_1,TEMP1515A,Longevity,Longevity,Parthenogenetic,25,5,17.5,27.5,Table 3,NA,NA,NA,200,200,17.5,40,40,NA,5.25,21.50348809,20,40,40,NA,8.07,30.92707552,22.5,40,40,NA,7,27.82804341,25,40,40,NA,13.44,37.31487639,27.5,40,40,NA,5.78,13.72428505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reared in Salix matsudana,25,13.44,37.31487639,40,40,Y
Good,TEMP1515,1316,25,12A,"Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)",10.1007/BF02980702,Tuberolachnus salignus,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,Turkey,Europe,NA,More than 5 days,Mix,No,Constant,No,TEMP1515_2,TEMP1515A,Reproduction,Fecundity (Progeny/female),Parthenogenetic,25,5,17.5,27.5,Table 3,NA,NA,NA,200,200,17.5,40,40,NA,10.67,73.99729725,20,40,40,NA,15.47,90.56763219,22.5,40,40,NA,18.38,3.225523213,25,40,40,NA,38.04,135.7882027,27.5,40,40,NA,2.2,8.221921916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reared in Salix matsudana,25,38.04,135.7882027,40,40,Y
Good,TEMP1515,1316,25,12A,"Ozder, N.et al.",2007,"Effect of temperature on development, mortality, fecundity and reproduction of Tuberolachnus salignus on weeping willow (Salix babylonica) and corkscrew willow (Salix matsudana)",10.1007/BF02980702,Tuberolachnus salignus,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,Turkey,Europe,NA,More than 5 days,Mix,No,Constant,No,TEMP1515_3,TEMP1515B,Longevity,Longevity,Parthenogenetic,25,5,17.5,27.5,Table 3,NA,NA,NA,200,200,17.5,40,40,NA,6.19,20.74454145,20,40,40,NA,8.54,15.43191498,22.5,40,40,NA,8.44,24.53927464,25,40,40,NA,10.23,43.07022173,27.5,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reared in babylonica,25,10.23,43.07022173,40,40,Y
